Nav_Date,Nifty_100,Nifty_Midcap_150,Nifty_Smallcap_250,Nifty_500,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037
2020-11-03,11913.350,6555.700,4925.100,9696.300,224.710,32.370,208.881,444.259,222.850,42.770,251.659,129.651,269.960,43.330,62.208,55.016,138.590,42.026,111.313,30.546,33.720,60.681,37.590,22.005,25.930,81.768,421.000,12.700,229.699,107.685,10.275,311.430,127.813,58.841,748.270,12.740,42.864,586.735,86.296,35.912,165.334
2020-11-04,12007.100,6588.350,4926.150,9764.600,226.430,32.770,210.375,445.876,224.620,42.980,253.601,130.556,270.880,43.720,62.670,55.480,138.750,42.227,112.201,30.672,33.900,60.939,37.748,22.151,25.940,82.162,426.680,12.820,230.175,108.483,10.350,312.020,128.941,58.958,753.020,12.900,43.073,588.282,86.970,36.200,167.439
2020-11-05,12217.900,6703.750,5006.850,9935.350,230.490,33.260,213.288,455.394,228.284,43.750,257.332,132.640,274.500,44.290,63.495,56.481,140.550,42.787,114.074,31.114,34.570,61.833,38.316,22.488,26.430,83.022,434.510,13.050,233.636,110.753,10.543,318.070,131.072,59.931,766.550,13.100,43.735,602.013,88.493,36.854,169.961
2020-11-06,12349.150,6748.450,5031.550,10033.500,232.520,33.550,214.496,458.604,230.330,44.070,259.567,133.640,274.520,44.390,63.808,56.780,140.830,42.916,114.511,31.147,34.620,62.027,38.520,22.510,26.510,83.293,438.150,13.150,234.733,111.424,10.632,319.260,132.244,60.138,771.440,13.210,44.125,604.708,89.271,37.166,171.071
2020-11-09,12545.450,6803.850,5052.250,10176.350,236.410,34.100,217.739,466.244,234.458,44.940,263.726,135.982,276.480,44.910,64.508,57.392,141.380,43.328,116.062,31.298,34.850,62.138,38.899,22.647,26.650,83.652,444.540,13.200,238.660,112.873,10.800,324.800,133.860,60.864,784.610,13.410,44.825,614.904,90.793,37.808,173.402
2020-11-10,12683.350,6817.100,5043.050,10269.000,238.350,34.360,218.643,473.120,236.922,45.530,266.106,136.786,275.000,44.600,63.800,57.043,139.920,43.104,114.977,31.192,34.560,61.724,38.794,22.562,26.660,83.692,441.660,13.350,239.881,114.386,10.809,326.620,133.505,61.356,786.580,13.480,44.959,623.991,91.330,38.182,173.005
2020-11-11,12805.600,6834.600,5070.950,10356.500,240.750,34.710,221.707,480.712,239.490,46.140,267.862,138.590,275.780,44.610,64.005,57.175,140.120,43.323,115.272,31.369,34.550,61.763,39.108,22.638,26.730,84.329,443.810,13.330,241.951,115.401,10.868,330.310,134.498,62.169,795.780,13.630,45.475,635.259,91.936,38.484,174.202
2020-11-12,12764.050,6870.650,5129.850,10342.700,239.930,34.580,221.200,478.118,238.289,45.990,267.420,138.431,276.210,44.930,64.413,57.913,141.210,43.483,116.029,31.725,34.860,62.408,39.767,22.895,26.910,84.998,443.690,13.380,241.415,115.230,10.879,330.210,134.584,62.303,793.370,13.590,45.392,631.880,91.736,38.396,174.652
2020-11-13,12804.250,6935.200,5178.200,10387.200,240.660,34.700,222.137,479.959,239.008,46.090,267.867,139.031,277.950,45.190,64.891,58.339,142.030,43.868,117.641,32.128,35.300,63.403,40.206,23.123,27.220,85.786,448.120,13.430,242.581,115.734,10.943,331.100,135.542,62.524,799.360,13.640,45.696,635.996,92.229,38.634,175.852
2020-11-17,12864.600,7062.350,5251.850,10440.350,243.350,35.130,225.039,485.923,241.641,46.610,270.914,140.948,281.650,45.940,65.679,59.167,144.350,44.751,119.644,32.676,36.320,64.328,40.913,23.455,27.670,87.374,453.830,13.710,245.891,117.154,11.082,334.970,137.338,63.612,810.910,13.820,46.357,644.168,93.319,39.094,178.928
2020-11-18,12960.900,7163.650,5282.450,10524.000,244.760,35.190,225.529,488.564,242.500,46.790,271.829,141.457,283.790,46.360,66.463,59.920,145.130,45.158,120.756,32.871,36.680,64.588,41.187,23.631,27.850,88.071,457.870,13.790,247.867,118.038,11.170,337.390,137.864,64.097,813.530,13.850,46.634,649.327,93.840,39.368,179.627
2020-11-19,13022.750,7131.700,5281.950,10588.350,241.550,34.750,222.372,482.926,238.656,46.180,268.780,139.534,283.240,46.100,66.080,59.788,144.750,45.136,119.795,32.803,36.520,64.355,41.034,23.625,27.780,87.887,452.300,13.670,244.812,117.301,11.015,335.050,137.098,63.433,805.400,13.710,46.028,641.739,92.490,38.951,177.916
2020-11-20,12864.850,7194.850,5338.350,10477.500,243.960,35.160,225.136,485.691,240.355,46.460,271.093,140.718,286.030,46.580,66.560,60.255,146.480,45.613,121.177,33.043,36.700,64.780,41.235,23.880,28.010,88.770,458.260,13.860,246.860,118.157,11.132,338.140,138.491,63.861,813.590,13.910,46.649,644.365,93.409,39.195,180.921
2020-11-23,12962.450,7279.500,5427.400,10560.550,245.290,35.410,226.404,486.978,241.200,46.600,273.140,141.470,289.130,47.160,67.467,60.905,148.030,46.092,122.366,33.431,36.980,65.418,41.463,24.144,28.440,89.786,463.160,13.950,248.412,119.191,11.219,340.110,140.299,63.999,819.280,14.050,46.908,647.104,94.025,39.455,182.983
2020-11-24,13036.650,7340.000,5475.850,10635.950,247.860,35.670,228.564,492.319,243.588,47.070,275.599,142.697,292.440,47.450,67.927,61.441,149.600,46.508,123.165,33.813,37.250,65.671,41.948,24.356,28.880,90.310,467.100,13.980,251.418,120.378,11.335,343.730,141.798,64.567,829.350,14.140,47.420,654.078,94.955,39.821,183.673
2020-11-25,13158.300,7227.550,5424.200,10733.600,244.260,35.040,224.499,486.534,239.116,46.400,271.485,140.067,289.640,46.530,66.821,60.444,147.330,45.736,121.271,33.395,36.670,65.289,41.654,24.117,28.680,89.426,457.500,13.850,247.567,119.104,11.105,339.970,139.592,63.823,814.840,13.890,46.770,648.884,93.242,39.166,180.299
2020-11-26,12959.800,7278.150,5466.050,10574.950,246.320,35.430,226.712,491.918,241.542,46.750,273.551,141.212,291.380,46.790,67.584,60.627,147.990,46.076,122.153,33.636,36.620,66.028,41.884,24.206,28.900,89.965,462.650,13.890,249.595,120.079,11.205,342.670,140.683,64.384,824.680,14.040,47.246,655.533,94.220,39.449,182.060
2020-11-27,13087.750,7455.600,5604.300,10674.050,246.460,35.430,226.102,489.969,241.269,46.650,274.280,141.720,298.620,47.670,69.031,62.101,151.690,47.172,124.550,34.609,37.340,67.262,42.616,24.836,29.470,92.369,468.960,14.040,252.367,121.203,11.316,346.170,142.151,65.212,828.490,14.070,47.590,652.833,94.676,39.522,183.738
2020-12-01,13080.300,7521.300,5669.500,10719.050,249.590,35.750,228.254,496.370,243.868,47.380,276.911,143.241,301.480,47.870,69.349,62.605,152.210,47.710,125.223,35.053,37.580,67.859,43.228,25.021,29.670,93.909,473.900,14.080,255.587,122.823,11.415,350.280,143.356,66.036,837.830,14.200,47.995,662.471,95.633,39.921,185.614
2020-12-02,13225.700,7566.800,5686.300,10835.150,249.820,35.700,228.464,498.417,243.691,47.470,276.534,143.416,302.640,48.000,69.698,63.164,152.720,47.745,126.255,34.973,37.750,68.240,43.274,25.127,29.720,93.798,474.420,14.150,256.148,123.587,11.448,353.010,143.894,66.245,839.380,14.180,48.058,666.057,95.491,40.007,185.565
2020-12-03,13244.350,7597.800,5736.050,10858.150,250.240,35.770,229.169,502.412,243.937,47.650,276.910,143.709,303.780,47.950,69.463,63.358,152.550,47.821,126.338,35.113,38.020,68.685,43.675,25.201,30.090,94.396,474.490,14.190,256.534,124.580,11.426,355.880,143.675,66.554,841.420,14.200,48.199,675.472,95.538,40.045,185.767
2020-12-04,13280.500,7625.900,5764.900,10893.600,253.000,36.040,231.504,507.838,246.986,48.210,279.497,145.229,304.150,48.180,69.733,63.813,152.450,48.225,126.863,35.186,38.110,69.021,43.989,25.299,30.350,95.223,478.090,14.230,259.106,125.541,11.521,360.620,144.635,67.155,849.970,14.310,48.559,684.808,96.546,40.500,186.842
2020-12-07,13396.500,7706.600,5844.000,10978.850,255.080,36.190,232.198,513.475,248.482,48.630,281.342,146.473,305.760,48.240,69.995,64.294,153.760,48.655,127.229,35.462,38.420,69.621,44.457,25.547,30.670,95.774,480.080,14.340,261.123,126.921,11.591,364.820,145.604,67.788,856.150,14.360,48.827,695.181,97.117,40.712,187.498
2020-12-08,13497.850,7701.550,5828.600,11070.250,255.240,36.380,233.229,513.053,249.081,48.730,282.418,146.601,305.550,48.190,70.032,64.113,153.760,48.396,126.937,35.208,38.210,69.392,44.330,25.438,30.500,94.926,478.900,14.300,260.882,126.964,11.600,362.980,145.764,67.692,856.260,14.420,48.947,693.851,97.085,40.854,187.795
2020-12-09,13529.850,7745.050,5872.950,11088.650,257.030,36.700,234.359,517.802,251.740,49.110,284.468,147.648,306.430,48.350,70.412,64.363,154.350,48.548,127.261,35.310,38.230,69.643,44.526,25.445,30.510,95.176,482.070,14.360,262.634,127.741,11.676,364.320,146.461,68.340,862.330,14.540,49.262,699.165,98.024,41.074,188.698
2020-12-10,13649.600,7688.150,5835.550,11181.200,256.030,36.610,233.277,515.015,250.686,48.900,283.332,147.133,304.170,48.130,69.945,63.986,153.290,48.238,127.125,35.065,37.940,69.416,44.235,25.358,30.350,94.751,479.060,14.330,260.751,126.885,11.610,362.740,145.539,68.041,856.230,14.510,48.905,695.625,97.456,40.805,188.453
2020-12-11,13612.350,7705.050,5865.250,11141.350,256.850,36.730,233.847,518.244,251.095,49.050,284.105,147.413,305.130,48.200,70.014,64.194,153.420,48.227,127.657,35.123,37.960,69.960,44.531,25.567,30.550,95.140,478.870,14.330,261.213,127.967,11.634,365.470,145.744,68.180,857.480,14.540,49.023,702.570,97.577,40.899,188.792
2020-12-14,13647.900,7749.100,5912.600,11171.400,258.180,36.840,235.255,523.046,252.117,49.300,285.018,147.814,308.940,48.550,70.234,64.530,154.260,48.548,128.428,35.786,38.040,70.226,44.760,25.707,30.700,95.615,480.520,14.420,262.892,128.869,11.683,369.060,146.579,68.743,862.070,14.600,49.286,710.935,97.926,41.121,189.062
2020-12-15,13693.200,7771.350,5925.100,11215.250,258.360,36.940,235.395,521.533,252.373,49.240,284.589,147.718,310.310,48.790,70.223,64.732,154.570,48.487,128.395,35.945,38.230,70.539,44.888,25.764,30.710,95.773,483.370,14.460,262.687,128.503,11.701,369.430,146.032,68.661,861.730,14.630,49.404,707.044,98.148,40.951,190.488
2020-12-16,13697.700,7858.700,5981.800,11223.900,260.460,37.230,236.484,525.091,254.610,49.560,286.577,148.933,313.370,49.110,70.629,65.254,156.200,48.864,129.599,36.333,38.600,70.977,45.058,25.953,30.990,96.419,487.550,14.520,264.560,128.999,11.827,371.890,147.151,68.970,866.500,14.740,49.693,709.885,99.048,41.217,192.238
2020-12-17,13808.050,7843.300,5980.000,11320.100,260.940,37.440,236.653,524.945,255.660,49.560,287.635,149.489,312.500,48.920,70.562,65.058,156.150,49.068,129.921,36.344,38.540,70.829,44.988,25.975,31.140,96.653,489.540,14.540,264.165,128.585,11.859,370.890,147.851,68.903,867.100,14.800,49.878,707.566,99.454,41.402,193.563
2020-12-18,13852.550,7831.750,5957.850,11346.350,261.490,37.580,237.542,525.946,256.183,49.660,287.985,149.968,311.660,49.030,70.541,65.060,156.290,49.030,130.222,36.107,38.470,70.601,44.943,25.939,31.020,96.412,491.310,14.630,264.592,128.582,11.880,371.280,147.920,69.109,869.720,14.870,50.036,711.224,99.537,41.407,194.140
2020-12-21,13872.800,7492.050,5665.450,11355.000,252.840,36.660,230.845,503.437,248.907,47.950,280.126,145.216,299.680,47.580,68.186,62.501,151.900,47.419,126.175,34.598,37.250,67.679,42.930,24.888,30.010,93.207,476.400,14.290,254.349,123.044,11.528,355.020,143.400,66.149,838.600,14.520,48.594,676.501,96.485,39.932,189.164
2020-12-22,13431.300,7538.500,5718.900,10964.250,255.910,36.950,233.830,510.249,251.650,48.500,282.999,147.007,303.300,47.830,68.553,62.796,152.750,47.530,127.244,34.782,37.530,67.982,43.491,25.124,30.320,93.052,481.670,14.320,256.850,124.125,11.592,358.420,144.592,66.782,848.620,14.630,48.983,687.394,97.293,40.434,191.572
2020-12-23,13577.350,7711.850,5881.800,11075.750,258.390,37.380,236.333,516.056,254.224,49.090,286.474,148.679,311.310,48.820,69.847,64.154,156.600,48.469,130.236,35.751,38.340,69.432,44.749,25.692,31.000,95.303,489.130,14.490,261.156,126.416,11.782,365.120,146.584,68.045,863.070,14.810,49.622,697.333,98.621,40.907,194.093
2020-12-24,13725.550,7733.600,5926.550,11225.550,261.100,37.720,238.465,522.491,257.021,49.600,289.007,150.058,312.980,49.200,69.889,64.344,157.030,48.568,130.828,36.319,38.700,69.604,45.218,25.867,31.150,95.996,492.420,14.560,263.014,127.565,11.873,367.290,147.153,68.673,870.300,14.940,49.997,706.226,99.607,41.154,195.496
2020-12-28,13862.100,7813.850,6027.050,11325.250,263.380,38.000,240.942,527.529,259.150,50.060,291.856,151.303,316.560,49.600,70.684,65.012,158.020,48.972,131.929,36.850,39.100,70.879,46.287,26.210,31.460,97.693,495.330,14.640,265.598,128.860,11.963,370.990,148.518,69.406,878.360,15.060,50.420,714.287,100.334,41.504,197.078
2020-12-29,13986.700,7806.950,6027.050,11434.700,264.640,38.080,241.495,529.110,260.413,50.220,292.839,152.006,316.100,49.550,70.655,64.972,157.540,49.076,131.842,36.686,39.150,70.886,46.157,26.157,31.660,97.861,497.100,14.680,266.690,129.116,11.988,371.430,148.629,69.561,879.960,15.070,50.583,715.664,100.776,41.570,197.590
2020-12-30,14037.650,7833.200,6062.650,11467.000,265.570,38.300,242.908,529.270,261.654,50.350,294.135,152.506,317.010,49.910,70.716,65.077,158.010,49.245,132.370,36.675,39.290,71.025,46.292,26.301,31.800,97.934,499.880,14.800,267.339,129.260,12.028,371.210,148.925,69.590,882.810,15.180,50.686,715.490,101.234,41.779,199.144
2020-12-31,14088.450,7862.900,6076.200,11509.650,265.870,38.370,243.063,529.767,261.598,50.490,293.981,152.864,317.230,50.040,70.899,65.256,158.250,49.315,133.057,36.716,39.280,71.078,46.263,26.340,31.770,97.998,500.630,14.790,267.727,129.354,12.051,371.430,148.957,69.590,885.270,15.210,50.779,715.916,101.306,41.782,200.002
2021-01-01,14090.750,7953.300,6146.150,11518.300,266.400,38.420,243.367,532.380,262.015,50.580,294.733,153.235,320.200,50.340,71.426,65.988,159.500,49.805,134.301,37.177,39.540,71.519,46.474,26.504,32.080,99.076,502.570,14.910,268.857,130.273,12.119,374.740,150.003,70.147,888.650,15.260,50.912,720.250,101.431,41.958,201.219
2021-01-04,14137.550,8068.050,6226.500,11574.850,269.090,38.690,246.470,538.548,263.949,51.190,297.818,154.737,324.450,51.020,72.503,67.207,161.460,50.475,135.860,37.931,40.020,72.314,47.056,26.815,32.510,100.432,507.060,15.040,272.498,132.300,12.224,380.040,151.950,70.969,901.190,15.380,51.334,729.816,102.236,42.466,203.368
2021-01-05,14267.050,8131.150,6264.500,11691.800,270.020,38.890,247.704,541.000,265.583,51.470,300.004,155.545,327.480,51.330,72.903,67.691,162.510,50.874,137.581,38.187,40.400,72.788,47.335,27.012,32.790,101.761,514.690,15.120,274.124,132.465,12.319,380.640,152.966,71.549,908.090,15.450,51.856,732.461,102.908,42.739,206.233
2021-01-06,14355.900,8160.600,6248.700,11767.000,269.960,38.720,247.739,541.139,264.616,51.470,299.493,155.406,328.570,51.270,73.003,67.496,162.640,51.128,137.443,38.225,40.310,73.022,47.337,26.978,32.730,102.186,512.630,15.040,275.464,132.923,12.315,381.890,153.097,71.672,909.940,15.370,51.983,734.701,102.889,42.825,204.593
2021-01-07,14305.650,8264.000,6319.450,11737.900,270.570,38.560,246.695,542.837,264.440,51.680,299.103,155.603,330.620,51.420,73.574,67.707,163.710,51.648,138.033,38.578,40.660,73.630,47.398,27.354,33.010,103.333,514.840,15.060,277.359,133.510,12.362,384.770,153.662,72.573,914.020,15.300,52.077,737.560,103.058,42.832,204.949
2021-01-08,14305.500,8349.100,6364.050,11766.100,274.460,39.160,251.314,550.041,268.612,52.390,303.523,157.841,332.990,51.990,74.489,68.246,164.420,52.216,139.846,38.722,40.980,74.292,48.017,27.633,33.360,103.964,522.280,15.240,280.231,134.980,12.527,387.440,155.851,73.235,923.290,15.520,52.789,745.719,104.513,43.544,208.285
2021-01-11,14514.350,8332.700,6359.150,11925.600,277.200,39.500,254.632,554.482,271.855,52.820,305.989,159.547,333.780,52.110,74.628,68.253,164.450,52.242,140.104,38.480,40.930,73.983,47.946,27.672,33.220,103.810,524.680,15.300,281.691,135.848,12.612,388.070,156.563,73.651,930.750,15.620,53.031,748.931,105.398,43.802,210.116
2021-01-12,14642.050,8371.950,6377.400,12006.500,278.850,39.500,254.515,560.630,273.325,53.210,307.268,159.993,335.080,51.890,74.733,68.452,164.330,52.272,140.138,38.478,40.930,74.041,48.150,27.698,33.290,103.941,525.040,15.190,283.034,137.396,12.644,392.650,156.610,74.334,934.330,15.600,53.160,758.609,105.943,43.933,209.875
2021-01-13,14705.500,8328.300,6360.450,12058.350,279.480,39.220,254.123,564.681,273.080,53.350,306.917,159.799,333.100,51.630,74.360,68.082,163.310,51.982,139.531,38.288,40.940,73.663,48.349,27.533,33.160,103.507,523.920,15.080,284.420,138.286,12.597,394.850,156.469,74.431,934.250,15.480,53.053,767.395,105.739,43.961,208.098
2021-01-14,14694.950,8335.150,6388.400,12041.100,279.480,39.240,254.030,566.682,273.095,53.300,307.723,160.007,334.950,51.620,74.420,68.279,163.950,52.169,139.491,38.193,40.910,73.518,48.226,27.594,33.120,103.428,522.520,15.080,284.935,138.560,12.568,395.400,156.661,74.625,932.920,15.480,53.028,771.303,105.682,44.155,208.163
2021-01-15,14731.150,8246.850,6320.550,12069.500,276.090,38.760,250.898,561.281,270.269,52.740,304.357,158.256,330.580,50.950,73.525,67.395,161.960,51.685,137.569,37.936,40.420,72.854,47.769,27.297,32.790,103.017,515.970,14.900,281.747,136.849,12.434,392.230,154.858,73.898,924.160,15.300,52.414,764.063,104.684,43.517,205.357
2021-01-18,14558.800,8091.950,6203.900,11931.200,272.240,38.220,247.749,552.522,266.716,51.970,301.148,156.119,324.940,50.120,72.394,66.301,159.580,50.729,135.288,37.165,39.760,71.804,47.009,26.814,32.280,101.306,505.650,14.720,276.766,134.451,12.274,384.390,152.569,72.454,908.970,15.060,51.698,748.192,103.268,42.938,201.343
2021-01-19,14390.050,8266.150,6307.750,11776.200,276.690,38.880,251.297,561.992,271.869,52.740,305.448,158.661,330.470,50.970,73.542,67.517,162.000,51.611,137.765,37.720,40.470,72.804,47.563,27.233,32.700,102.655,514.550,14.950,281.122,136.718,12.486,390.860,154.712,73.833,923.020,15.320,52.517,761.495,105.115,43.641,204.835
2021-01-20,14632.200,8341.650,6333.550,11981.850,278.910,39.130,252.976,565.703,274.469,53.060,307.790,159.969,332.730,51.490,74.242,68.087,163.080,51.925,139.297,37.964,40.740,72.986,47.900,27.349,32.910,103.174,520.040,15.080,282.977,137.958,12.593,393.040,155.856,74.387,928.910,15.420,52.784,766.561,105.940,44.018,206.323
2021-01-21,14751.300,8255.000,6306.450,12078.350,277.240,39.040,251.687,560.018,273.963,52.660,306.224,159.050,330.700,51.270,73.736,67.742,161.790,51.790,138.779,37.911,40.400,72.711,48.010,27.319,32.780,103.118,520.150,15.030,280.948,136.776,12.583,388.110,154.981,73.538,921.280,15.350,52.682,756.944,106.045,43.732,206.104
2021-01-22,14686.550,8151.200,6262.700,12015.950,272.900,38.630,249.696,551.325,269.749,51.930,303.327,156.974,326.520,50.640,72.942,67.153,160.310,51.152,137.093,37.695,39.840,72.262,47.563,27.061,32.640,102.662,512.640,14.910,277.144,135.252,12.392,382.400,153.173,72.681,908.940,15.200,52.230,744.015,104.593,43.180,204.573
2021-01-25,14479.600,8064.300,6199.700,11854.500,271.250,38.300,248.602,547.976,267.407,51.660,300.592,155.996,323.220,50.250,72.329,66.517,159.440,50.956,135.382,37.171,39.360,71.526,47.133,26.790,32.400,102.233,507.140,14.720,275.565,133.829,12.286,379.470,152.325,72.254,903.350,15.090,52.011,739.768,103.610,42.821,201.961
2021-01-27,14348.450,7948.900,6186.150,11743.700,266.500,37.610,244.684,537.783,261.693,50.810,295.391,152.886,318.430,49.690,71.318,65.820,157.680,50.402,134.395,37.027,39.180,70.963,46.803,26.535,32.230,102.047,499.760,14.590,271.361,131.536,12.057,373.100,150.485,71.025,886.290,14.830,51.170,728.171,101.335,42.165,199.603
2021-01-28,14085.850,7900.750,6160.050,11546.350,264.780,37.120,242.981,535.649,259.522,50.520,292.753,151.605,317.530,49.410,70.998,65.434,156.450,50.277,133.601,36.805,38.880,70.646,46.633,26.315,32.120,101.449,496.900,14.370,270.738,130.776,11.976,371.350,149.574,70.805,879.620,14.640,50.943,727.005,100.563,42.044,197.958
2021-01-29,13947.250,7883.400,6139.650,11442.550,261.540,36.470,239.029,529.273,256.020,49.970,289.534,149.192,314.350,48.980,70.644,64.972,155.390,50.033,132.419,36.578,39.060,70.430,46.431,26.242,32.060,101.105,492.540,14.370,268.946,130.129,11.867,367.560,148.119,70.370,869.480,14.410,50.431,718.924,99.353,41.467,194.915
2021-02-01,13743.300,8118.050,6262.400,11302.400,273.210,38.040,248.235,555.715,268.819,52.280,301.392,155.655,322.150,50.300,72.422,66.813,158.400,51.226,134.960,37.293,40.000,71.534,47.066,26.701,32.630,103.270,508.520,14.640,279.659,135.747,12.388,382.570,152.358,73.595,902.530,15.010,52.236,754.946,104.137,43.236,200.622
2021-02-02,14361.650,8305.100,6339.950,11770.150,279.740,38.940,253.717,573.059,276.672,53.600,307.762,159.638,327.290,51.290,73.626,68.089,160.720,52.336,137.325,38.227,40.660,72.592,47.852,27.156,33.370,105.155,521.380,14.960,286.060,139.095,12.719,392.600,155.208,75.367,924.240,15.350,53.344,777.484,106.907,44.237,205.670
2021-02-03,14720.550,8420.200,6429.750,12053.250,283.010,39.230,255.264,580.901,278.854,54.170,309.980,161.291,331.120,52.180,74.364,69.359,162.370,53.205,139.624,38.857,41.270,73.523,48.721,27.653,33.830,106.853,528.890,15.170,288.855,140.682,12.844,398.490,156.328,76.189,934.840,15.480,53.708,789.831,107.870,44.549,209.182
2021-02-04,14854.000,8525.950,6518.150,12174.050,285.360,39.580,256.786,587.993,280.768,54.540,312.436,162.785,335.700,52.680,75.250,70.163,164.170,54.089,141.424,39.299,41.640,74.181,49.804,27.931,34.410,108.131,533.390,15.310,291.623,142.529,12.979,402.570,158.387,77.264,939.720,15.660,54.303,803.559,108.906,45.136,212.057
2021-02-05,14977.150,8448.350,6533.750,12285.850,284.910,39.680,255.702,588.976,279.602,54.250,311.726,162.695,333.760,52.360,74.334,69.837,163.940,53.865,140.639,39.049,41.580,73.804,50.342,27.911,34.590,108.153,533.310,15.320,290.878,143.145,12.886,400.000,157.552,77.162,935.250,15.690,54.088,808.130,108.251,45.010,211.601
2021-02-08,14988.950,8576.100,6633.100,12279.850,288.840,40.040,258.685,597.671,283.391,55.050,316.799,165.380,338.700,53.150,75.397,70.924,165.730,54.964,142.388,39.765,42.220,74.442,51.767,28.352,35.240,110.395,541.830,15.500,295.468,145.496,13.077,406.220,160.024,78.305,949.040,15.830,54.933,820.585,109.841,45.676,213.649
2021-02-09,15177.950,8579.850,6604.000,12441.300,288.630,39.970,259.130,596.166,283.416,55.170,317.572,165.145,338.440,53.010,75.077,70.474,166.140,54.822,142.216,39.491,42.080,74.201,51.339,28.268,35.080,110.564,540.950,15.580,295.152,145.092,13.060,406.500,160.119,78.183,948.630,15.780,55.015,817.282,109.626,45.709,213.314
2021-02-10,15171.250,8639.850,6631.200,12434.200,288.110,40.070,259.746,595.098,283.390,55.060,318.399,164.923,339.660,53.250,75.323,70.855,167.410,55.333,142.809,39.635,41.900,74.616,51.386,28.433,35.180,111.642,542.820,15.680,294.958,145.443,13.103,406.780,160.858,78.361,948.290,15.860,55.188,815.756,109.767,45.730,214.312
2021-02-11,15176.400,8655.300,6723.300,12452.450,289.180,40.210,259.760,595.793,284.336,55.250,319.561,165.375,341.170,53.370,75.527,71.309,168.330,55.506,143.211,40.344,42.250,75.718,52.003,28.717,35.750,112.762,547.920,15.790,296.201,145.948,13.172,410.350,161.494,78.475,952.060,15.930,55.779,815.384,110.158,45.894,215.326
2021-02-12,15249.650,8646.000,6713.800,12514.100,288.780,40.260,259.703,594.689,284.587,55.240,320.482,165.128,339.700,53.380,75.602,71.247,167.770,55.675,142.745,40.535,42.410,76.018,52.073,28.719,35.650,113.314,551.340,15.790,296.641,145.831,13.198,408.680,161.566,78.330,954.680,15.960,55.820,813.798,110.422,45.924,214.747
2021-02-15,15245.750,8748.800,6732.800,12508.550,292.530,40.810,261.381,602.943,288.638,55.870,323.216,167.047,344.760,54.250,76.456,72.338,169.100,56.295,144.606,40.927,42.410,76.367,52.069,28.863,35.690,114.095,557.480,15.970,299.877,147.494,13.426,413.500,162.801,79.404,966.650,16.250,56.270,825.731,112.139,46.284,216.636
2021-02-16,15399.200,8794.300,6748.150,12632.050,292.400,40.830,260.201,603.714,287.604,55.880,322.369,166.384,347.140,54.370,76.235,72.554,170.950,56.483,144.882,40.869,42.470,76.433,51.925,28.937,35.540,113.740,554.660,16.020,298.977,147.682,13.381,415.470,163.006,79.599,964.210,16.260,56.160,826.236,111.677,46.236,215.621
2021-02-17,15406.000,8819.950,6773.900,12647.200,291.040,40.490,258.447,603.909,285.417,55.700,321.519,165.323,346.820,54.160,76.161,72.695,170.130,56.365,145.111,41.292,42.450,76.757,52.011,28.983,35.560,114.208,553.470,15.930,298.383,148.298,13.338,415.700,163.290,79.905,960.530,16.180,55.900,829.070,111.075,46.081,214.328
2021-02-18,15318.500,8856.650,6832.250,12597.450,289.840,40.030,256.593,605.393,282.382,55.570,320.041,164.454,348.020,54.130,76.251,72.837,170.350,56.449,145.448,41.516,42.410,77.453,52.536,29.313,35.660,114.773,552.700,16.000,298.691,149.147,13.261,417.110,163.434,79.983,955.940,16.000,55.802,836.605,110.067,45.966,213.856
2021-02-19,15249.500,8737.650,6775.650,12565.700,286.710,39.690,253.786,595.041,278.888,54.870,316.773,162.773,343.370,53.700,75.339,72.211,169.090,55.801,143.763,41.159,42.140,76.821,52.248,28.967,35.340,113.988,546.050,15.850,294.890,146.755,13.086,411.310,160.943,78.578,943.280,15.860,55.265,820.834,108.652,45.354,211.870
2021-02-22,15102.650,8632.050,6709.550,12438.800,281.380,38.980,248.884,582.339,273.100,53.810,310.517,159.802,339.050,53.110,74.185,71.372,167.600,55.222,142.403,40.848,41.740,76.147,51.765,28.820,34.830,112.748,537.870,15.650,289.456,143.708,12.898,405.160,158.205,77.450,928.920,15.610,54.309,802.781,106.431,44.472,208.998
2021-02-23,14802.450,8715.850,6769.100,12212.550,282.200,39.010,250.376,586.543,273.807,54.090,311.600,160.437,341.750,53.320,74.785,71.749,168.930,55.840,143.466,41.173,41.960,76.489,52.147,28.931,35.390,112.995,540.340,15.750,292.031,145.337,12.975,409.430,159.867,78.264,932.530,15.620,54.526,810.290,106.993,44.836,209.379
2021-02-24,14844.250,8800.250,6855.800,12263.700,287.310,39.640,254.191,597.368,279.534,55.060,316.630,162.904,344.550,53.710,75.133,72.292,169.740,56.294,144.226,41.452,42.120,77.258,52.377,29.153,35.810,114.342,545.620,15.810,295.702,147.324,13.146,414.370,161.554,79.359,944.530,15.840,55.238,822.451,109.224,45.599,211.570
2021-02-25,15094.850,8925.250,6967.300,12455.200,289.360,39.610,254.914,605.810,280.671,55.440,318.762,163.427,350.240,54.120,76.110,73.215,171.260,56.778,145.430,42.238,42.230,78.484,52.971,29.532,36.220,115.893,549.010,15.960,298.547,149.858,13.210,421.670,163.416,80.199,954.150,15.850,55.562,836.594,109.798,45.979,211.390
