Nav_Date,Nifty_100,Nifty_Midcap_150,Nifty_Smallcap_250,Nifty_500,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037
2022-09-19,18316.900,11933.300,9467.850,15580.350,345.850,44.250,291.985,727.371,319.230,67.050,377.278,193.799,475.880,69.180,88.902,100.192,208.520,77.190,193.063,53.289,63.800,115.684,77.189,47.731,54.170,167.887,614.680,20.370,361.240,197.293,15.757,569.930,206.480,101.862,1117.750,18.340,64.736,1104.806,129.152,53.939,241.878
2022-09-20,17938.100,11936.550,9398.300,15243.950,350.450,44.670,296.345,734.288,323.080,67.790,381.425,196.197,483.040,70.150,90.239,101.455,211.390,78.318,196.034,53.771,64.660,116.244,78.005,48.296,54.830,169.473,622.450,20.600,366.449,199.761,15.953,577.370,209.091,102.994,1135.760,18.520,65.536,1114.262,130.737,54.506,244.691
2022-09-21,18025.250,12111.300,9506.250,15293.550,348.060,44.440,294.289,730.106,321.464,67.360,379.259,194.764,479.380,69.790,89.862,100.910,210.250,77.901,195.016,53.502,64.240,116.361,77.737,47.992,54.620,169.046,618.990,20.450,363.674,198.333,15.866,572.590,207.918,102.444,1129.930,18.410,65.315,1107.789,129.870,54.051,243.397
2022-09-22,18222.100,12027.500,9446.700,15470.350,346.090,44.400,292.485,725.261,320.088,66.980,378.081,194.334,478.710,70.000,90.302,101.170,211.290,78.083,195.574,53.588,64.380,116.653,77.587,48.150,54.700,169.146,618.200,20.490,362.963,198.282,15.839,570.440,207.979,101.780,1127.260,18.380,65.164,1101.706,129.491,53.887,244.171
2022-09-23,18091.900,12067.400,9500.400,15361.250,339.940,43.670,287.038,712.783,314.053,66.040,370.847,191.253,466.760,68.650,88.412,98.967,207.740,76.267,192.075,52.747,63.570,114.904,75.842,47.367,53.930,166.965,607.030,20.160,355.725,194.131,15.527,559.170,204.108,99.592,1106.850,18.100,63.934,1082.311,126.926,52.724,240.583
2022-09-26,18030.400,11811.900,9312.450,15335.300,334.040,43.050,282.026,698.511,307.688,65.040,363.057,188.382,454.140,67.310,86.478,96.379,203.280,74.435,187.695,51.302,62.420,111.481,73.856,45.932,52.800,162.625,594.930,19.730,348.942,189.389,15.189,549.310,198.672,97.478,1083.820,17.810,62.654,1061.495,124.019,51.541,236.650
2022-09-27,17718.450,11461.700,9001.000,15057.650,333.780,42.930,282.171,697.808,307.086,64.950,363.410,188.244,455.820,67.410,86.547,96.478,203.370,74.553,188.120,51.436,62.560,112.151,74.600,46.041,53.020,163.238,596.330,19.700,348.791,189.712,15.190,549.940,198.332,97.365,1082.650,17.780,62.604,1060.247,124.038,51.490,237.236
2022-09-28,17374.800,11469.750,9048.950,14725.700,331.390,42.790,280.926,691.229,304.620,64.510,360.806,187.523,455.420,67.290,86.246,96.137,202.870,74.247,187.920,51.146,62.430,111.334,74.146,45.922,52.950,162.986,592.150,19.660,347.258,188.506,15.092,547.090,196.938,96.608,1077.630,17.740,62.173,1051.525,123.165,51.163,236.420
2022-09-29,17366.400,11439.400,9009.050,14727.300,331.860,42.520,281.403,691.936,304.521,64.420,361.228,187.179,457.470,67.430,86.720,96.608,204.500,74.729,188.366,51.335,62.500,111.687,74.708,46.279,53.180,163.559,592.260,19.700,348.320,188.966,15.135,547.950,197.422,97.072,1078.590,17.660,62.144,1052.986,123.411,51.327,235.606
2022-09-30,17219.550,11488.600,9060.150,14620.600,336.850,43.250,284.836,701.322,308.903,65.480,366.901,190.118,463.090,68.300,87.778,97.918,206.720,75.600,190.827,52.142,63.180,112.814,76.079,46.839,53.780,165.478,600.360,19.870,353.056,191.861,15.337,556.370,200.357,98.546,1096.950,17.960,63.047,1066.171,125.317,52.070,238.880
2022-10-03,17167.750,11654.450,9198.750,14602.500,333.040,42.810,281.267,695.931,304.709,64.950,362.506,187.876,456.810,67.380,86.715,96.906,204.930,75.053,188.758,51.980,62.800,112.371,75.483,46.528,53.450,165.060,592.280,19.650,349.560,189.725,15.111,552.650,197.901,97.631,1086.120,17.770,62.406,1058.310,123.722,51.421,236.416
2022-10-04,17438.600,11533.350,9163.950,14829.350,339.580,43.670,286.570,710.946,311.313,66.210,369.781,191.433,465.770,68.600,88.068,98.994,208.780,76.225,192.513,52.661,63.190,114.149,76.783,46.999,53.850,166.546,604.730,20.060,355.279,194.048,15.445,563.870,201.927,99.657,1108.850,18.080,63.584,1080.227,126.394,52.579,240.696
2022-10-06,17190.900,11794.350,9285.300,14638.500,340.910,43.690,287.138,715.563,312.699,66.610,371.924,192.020,470.360,69.090,88.537,100.051,209.850,76.922,194.276,53.182,63.770,115.213,77.480,47.441,54.320,167.568,609.840,20.170,357.217,195.498,15.593,566.520,204.022,100.418,1116.970,18.110,63.989,1088.989,127.269,52.979,241.480
2022-10-07,17589.300,11933.350,9387.200,14965.800,340.360,43.660,285.823,713.926,312.063,66.560,370.764,191.946,469.450,68.950,88.131,100.010,209.020,76.515,193.960,53.152,63.980,115.457,77.698,47.533,54.290,167.441,607.610,20.130,356.145,195.236,15.532,565.750,203.393,100.138,1114.780,18.100,63.759,1085.658,127.033,52.756,240.780
2022-10-10,17662.800,11903.050,9417.400,15053.050,338.920,43.480,284.839,710.832,310.457,66.380,369.692,191.328,466.050,68.430,87.515,99.158,207.420,75.839,192.318,52.862,63.730,114.600,77.012,47.182,54.010,166.335,604.160,19.930,354.487,193.936,15.430,563.210,202.143,99.534,1111.160,18.040,63.510,1082.021,126.208,52.549,239.308
2022-10-11,17641.450,11796.050,9365.750,15036.700,334.340,42.900,281.416,700.986,306.289,65.440,364.606,188.619,459.500,67.660,86.451,97.793,205.030,74.990,189.646,52.192,63.010,113.213,75.990,46.563,53.490,164.798,594.800,19.680,349.738,190.968,15.232,555.570,199.761,98.030,1093.290,17.810,62.695,1067.569,124.382,51.834,235.758
2022-10-12,17553.150,11607.000,9221.150,14951.650,336.970,43.120,283.944,707.293,308.975,65.880,367.304,189.592,462.810,68.080,86.918,98.507,205.940,75.323,190.417,52.382,63.200,113.291,76.158,46.779,53.390,164.923,598.630,19.770,351.739,192.278,15.359,558.720,200.965,98.723,1100.290,17.880,62.985,1075.314,125.140,52.178,236.812
2022-10-13,17285.850,11672.450,9261.450,14721.900,334.380,42.800,282.427,702.840,306.666,65.480,364.719,188.142,459.520,67.520,86.297,97.715,204.640,74.795,189.356,52.110,63.040,113.187,75.909,46.745,53.080,164.292,594.040,19.640,349.151,190.854,15.251,554.840,199.547,98.011,1094.970,17.750,62.575,1068.301,124.179,51.741,235.092
2022-10-14,17423.400,11599.700,9212.050,14829.950,337.020,43.230,284.266,709.196,309.685,66.020,367.382,189.772,459.610,67.560,86.144,97.470,204.040,74.735,189.427,52.107,63.240,112.950,75.840,46.689,52.980,163.971,597.120,19.790,350.992,191.619,15.354,558.110,200.117,98.551,1104.290,17.910,62.948,1076.613,125.380,52.103,237.272
2022-10-17,17302.150,11591.650,9215.700,14730.300,339.320,43.450,285.752,714.356,312.316,66.350,369.884,190.776,460.950,67.750,86.860,98.292,204.610,75.242,190.366,52.134,63.330,112.715,76.326,46.742,53.050,164.246,601.240,19.740,353.537,192.847,15.433,561.400,201.764,98.884,1110.450,17.970,63.214,1084.959,126.038,52.645,237.690
2022-10-18,17432.550,11611.650,9239.250,14815.100,342.840,43.760,288.494,722.112,315.880,67.020,373.155,192.260,465.250,68.240,87.775,99.364,205.880,75.690,192.724,52.475,63.770,113.816,77.006,47.092,53.610,164.923,606.970,19.860,356.578,194.895,15.597,567.350,203.954,99.810,1120.060,18.100,63.619,1099.205,127.405,53.260,239.428
2022-10-19,17560.500,11727.750,9313.650,14906.150,342.980,43.750,289.351,722.286,316.749,67.110,373.681,192.314,463.160,68.320,87.645,99.025,205.990,75.904,192.484,52.711,63.670,113.682,76.593,47.134,53.650,165.110,607.940,19.900,355.878,194.742,15.653,567.860,204.194,99.738,1118.840,18.080,63.570,1097.330,127.783,53.302,239.199
2022-10-20,17741.200,11737.900,9316.400,15056.550,343.580,43.850,290.601,724.179,316.475,67.250,373.978,192.443,462.980,68.140,87.619,98.676,205.700,75.576,191.619,52.807,63.720,113.845,76.861,47.183,53.780,164.452,607.700,19.960,356.565,194.714,15.631,568.770,203.810,99.862,1121.170,18.120,63.532,1101.490,127.725,53.253,239.399
2022-10-21,17756.250,11706.150,9327.000,15068.600,344.460,43.710,292.756,724.982,317.289,67.620,374.824,192.618,460.310,67.800,87.386,98.224,205.000,75.427,190.298,52.473,63.370,112.842,76.581,46.834,53.610,163.922,608.100,19.720,357.851,193.778,15.633,569.420,203.972,100.171,1121.730,18.050,63.444,1105.198,127.466,53.330,237.614
2022-10-25,17829.450,11637.600,9287.350,15112.100,347.380,43.870,295.303,731.609,319.835,68.300,377.844,194.395,462.120,67.940,87.813,99.394,206.820,75.516,191.245,52.614,63.630,112.902,76.920,47.216,54.210,164.422,612.990,19.860,361.234,196.235,15.743,575.250,205.974,101.076,1129.640,18.130,63.808,1120.290,128.540,53.822,238.506
2022-10-27,17808.800,11703.000,9374.300,15081.100,349.090,43.880,297.166,736.484,321.142,68.700,379.146,195.266,465.130,68.020,88.290,99.842,207.150,75.808,191.722,52.821,63.820,113.192,77.053,47.324,54.740,164.784,613.270,19.800,364.197,197.688,15.800,578.530,207.043,101.988,1139.360,18.150,63.904,1126.648,129.058,54.221,238.322
2022-10-28,17951.300,11718.900,9357.250,15198.750,348.140,43.950,295.361,737.209,320.768,68.760,378.935,195.091,461.430,67.470,87.456,99.347,206.000,75.227,190.584,52.506,63.320,112.321,76.626,46.893,54.290,163.732,608.500,19.620,361.020,196.879,15.715,578.260,206.283,101.605,1134.100,18.090,63.652,1125.302,128.443,54.129,237.050
2022-10-31,17887.400,11791.800,9394.450,15158.100,351.630,44.500,298.994,745.598,324.664,69.490,383.730,197.882,465.500,68.460,88.547,100.552,208.410,76.264,192.931,52.713,63.350,112.711,77.146,47.366,54.850,164.946,615.870,19.910,364.979,199.084,15.928,582.860,209.008,102.670,1144.870,18.280,64.549,1135.981,129.784,54.881,241.000
2022-11-01,17989.000,11715.550,9337.000,15244.250,353.460,44.770,300.449,750.666,326.001,69.750,385.566,198.886,469.140,69.100,89.347,101.142,209.350,76.984,194.448,52.865,63.500,113.070,77.159,47.402,54.990,165.173,621.190,20.080,367.579,200.649,15.991,586.690,210.172,103.208,1152.940,18.380,65.118,1143.105,130.311,55.258,243.370
2022-11-02,18017.200,11868.150,9372.000,15241.600,352.310,44.560,299.961,749.161,324.990,69.500,384.365,197.861,470.840,69.160,89.393,101.704,209.390,76.900,194.783,52.859,63.680,113.392,77.423,47.416,55.080,165.740,619.710,20.030,365.947,200.267,15.980,583.880,209.549,103.059,1149.600,18.330,64.946,1138.190,130.348,54.942,242.677
2022-11-03,18243.400,11967.900,9385.300,15424.000,351.900,44.490,298.680,748.334,324.601,69.350,383.702,197.145,472.410,68.980,89.509,102.139,209.180,76.781,194.584,52.779,63.700,113.441,77.728,47.456,55.100,165.470,619.000,19.910,365.977,200.157,15.963,584.090,209.605,103.173,1150.480,18.310,64.734,1138.397,130.247,54.931,241.808
2022-11-04,18383.200,11965.650,9386.900,15537.400,351.880,44.560,297.908,748.252,325.125,69.330,383.647,197.002,470.990,68.790,89.367,102.320,208.960,76.992,194.295,52.867,63.570,114.250,77.852,47.557,54.890,165.596,618.090,19.880,365.071,200.158,15.971,583.500,209.758,102.961,1151.680,18.300,64.785,1138.206,130.676,55.037,241.499
2022-11-07,18322.400,11984.750,9398.750,15497.550,353.780,44.630,298.987,753.100,326.457,69.680,386.355,197.646,471.850,69.070,89.770,103.349,210.160,77.645,195.140,52.995,63.900,114.220,78.757,47.786,54.980,166.266,619.790,19.910,367.801,201.946,16.046,586.890,211.328,103.712,1155.860,18.330,65.008,1149.148,131.285,55.421,242.085
2022-11-09,18297.400,11978.150,9442.100,15484.700,352.860,44.450,297.627,751.387,326.280,69.440,384.885,196.764,468.700,68.890,89.114,102.551,209.300,77.548,193.431,52.751,63.610,113.529,78.683,47.473,54.630,165.735,616.370,19.930,366.384,201.153,15.977,585.500,209.884,103.188,1149.900,18.270,64.780,1147.339,130.967,55.038,240.743
2022-11-10,18361.450,12066.050,9512.800,15530.850,349.990,44.140,295.116,746.023,322.175,68.980,381.742,195.604,465.370,68.390,88.282,101.455,207.290,76.937,191.179,52.333,63.330,112.240,77.900,46.928,54.230,164.557,610.420,19.700,364.558,199.453,15.774,582.080,208.150,102.230,1141.690,18.140,64.330,1139.314,129.167,54.421,239.683
2022-11-11,18450.150,11991.250,9475.850,15615.150,355.070,44.720,297.759,758.014,326.808,69.950,386.441,198.680,466.450,68.330,88.117,101.336,207.220,77.032,191.967,52.350,63.510,112.363,78.058,47.042,54.370,164.889,616.910,19.960,366.795,201.915,15.929,588.290,209.519,103.363,1156.950,18.330,65.016,1152.701,130.936,54.989,243.045
2022-11-14,18406.250,11881.950,9359.500,15567.250,355.180,44.700,297.585,756.104,326.102,69.920,386.099,198.765,466.870,68.200,88.101,101.158,207.930,76.902,191.756,52.226,63.720,112.761,78.182,47.112,54.220,165.001,616.930,19.950,367.281,201.610,15.909,588.300,209.326,103.425,1157.830,18.340,65.039,1149.706,130.792,54.937,243.849
2022-11-15,18267.100,11898.550,9391.100,15440.000,356.740,44.800,299.281,759.258,327.550,70.220,387.156,199.526,465.500,68.240,88.195,101.552,208.150,76.933,191.848,52.082,63.720,112.660,78.242,47.231,54.170,164.685,618.670,19.900,369.054,201.854,15.972,591.210,210.059,103.602,1163.020,18.370,65.272,1155.170,131.398,55.261,243.511
2022-11-16,18573.350,11893.600,9433.700,15649.100,356.550,44.790,299.142,759.488,327.167,70.220,386.685,199.395,461.600,67.920,87.716,101.005,206.910,76.378,191.058,51.938,63.680,112.361,78.086,47.274,54.070,163.706,615.030,19.790,368.404,200.867,15.931,590.100,209.088,103.226,1158.640,18.340,65.056,1158.925,131.040,55.113,242.715
2022-11-17,18568.400,11888.250,9439.000,15650.200,355.340,44.560,297.820,757.713,325.894,70.070,384.926,198.563,458.070,67.600,87.334,100.993,207.560,76.243,190.283,51.928,63.470,112.233,78.001,47.159,54.030,163.276,613.130,19.650,366.504,200.488,15.838,587.920,208.598,102.796,1153.090,18.250,64.689,1155.806,130.589,54.951,240.509
2022-11-18,18635.400,11816.550,9407.600,15693.900,354.430,44.410,296.854,755.125,324.705,69.850,383.838,198.330,457.190,67.280,86.726,100.765,207.050,75.828,189.605,51.661,63.260,111.778,77.570,46.904,53.750,162.568,611.700,19.560,365.044,199.814,15.763,585.080,207.703,102.285,1150.900,18.160,64.458,1151.364,129.968,54.711,239.206
2022-11-21,18615.500,11767.050,9395.750,15663.300,352.210,44.060,295.377,750.522,322.556,69.460,381.333,197.356,456.030,67.160,86.583,100.953,206.770,75.872,189.817,51.485,63.370,111.777,77.533,46.917,53.920,162.755,608.880,19.500,363.479,199.167,15.685,582.140,206.974,101.880,1147.030,18.030,64.225,1147.088,129.112,54.423,237.869
2022-11-22,18532.450,11719.950,9353.500,15597.250,353.520,44.250,296.283,753.729,324.265,69.720,382.613,197.848,456.150,67.260,86.625,101.381,207.700,75.934,190.026,51.323,63.170,111.603,77.779,46.808,53.840,162.636,609.540,19.540,364.242,199.784,15.733,583.220,207.753,101.971,1151.290,18.070,64.454,1153.263,129.547,54.688,238.108
2022-11-23,18483.200,11719.550,9363.650,15550.850,354.330,44.350,296.600,755.139,325.044,69.790,383.670,198.065,457.570,67.490,86.915,101.378,208.101,75.993,190.200,51.518,63.660,112.230,78.185,47.178,54.130,162.841,611.300,19.650,365.747,200.058,15.774,584.840,208.132,102.268,1155.480,18.120,64.625,1156.814,129.924,54.797,238.548
2022-11-24,18334.650,11762.550,9355.350,15453.800,358.100,44.750,299.702,764.005,328.551,70.500,388.064,200.107,460.790,67.790,86.973,101.954,208.716,76.220,190.600,52.033,63.950,112.820,78.781,47.363,54.360,163.152,616.790,19.740,368.940,202.052,15.896,590.170,209.493,103.051,1168.040,18.270,65.115,1169.228,130.999,55.172,240.322
2022-11-25,18407.500,11790.200,9410.000,15509.200,358.770,44.650,300.134,766.575,329.260,70.680,389.366,200.510,463.310,68.020,87.622,102.441,209.482,76.677,191.394,52.306,64.010,113.360,79.364,47.887,54.550,163.714,618.030,19.780,370.554,203.425,15.950,592.300,210.493,103.729,1170.510,18.220,65.245,1171.018,131.250,55.314,240.336
2022-11-28,18433.800,11837.600,9461.300,15538.150,359.400,44.740,300.691,768.534,330.315,70.960,390.527,200.623,465.930,68.360,88.431,103.538,210.961,77.137,192.560,52.617,64.280,114.321,80.255,47.737,54.740,165.055,620.970,19.890,372.216,204.527,16.032,594.110,211.035,104.297,1171.950,18.260,65.503,1173.264,131.672,55.485,240.747
2022-11-29,18627.250,11943.550,9534.550,15680.800,360.970,44.860,302.173,770.157,331.122,71.140,391.424,200.898,464.740,68.050,88.267,103.102,211.016,76.864,191.453,52.614,64.230,114.214,79.808,47.928,54.680,164.638,620.700,19.810,372.841,204.385,16.011,594.430,210.763,104.472,1174.230,18.300,65.510,1175.664,131.661,55.531,240.833
2022-11-30,18652.050,12025.950,9636.600,15727.250,363.690,45.150,304.463,774.783,333.554,71.680,394.690,202.360,467.170,68.460,88.705,103.762,211.709,77.363,192.569,52.962,64.550,114.497,80.137,48.282,54.970,165.063,623.010,19.990,375.478,205.762,16.120,598.510,212.063,105.265,1182.240,18.410,65.908,1182.278,132.908,56.092,241.867
2022-12-01,18696.750,11983.100,9602.200,15784.450,365.050,45.280,304.880,777.115,334.742,71.960,396.148,203.014,470.330,68.960,89.289,104.479,213.431,78.142,194.263,53.285,65.100,115.413,80.575,48.754,55.360,166.372,627.930,20.160,376.857,207.022,16.201,601.160,213.170,105.610,1188.110,18.460,66.231,1186.393,133.585,56.400,242.891
2022-12-02,18758.350,12093.500,9651.050,15812.450,363.850,44.950,303.581,773.618,333.399,71.710,394.435,202.003,472.990,69.260,89.864,105.093,214.489,78.674,196.175,53.682,65.420,116.290,80.999,48.947,55.490,167.365,629.300,20.180,377.116,207.193,16.183,601.670,213.142,105.605,1190.700,18.370,66.318,1183.224,133.566,56.295,242.752
2022-12-05,18919.550,12185.250,9693.850,15946.150,363.730,44.970,303.324,774.293,333.020,71.630,393.886,201.772,471.860,69.160,90.003,105.202,214.107,78.462,195.832,53.856,65.560,116.666,81.216,48.756,55.390,167.290,628.320,20.210,377.143,207.367,16.171,602.780,213.052,105.718,1190.360,18.400,66.195,1184.434,133.636,56.333,242.386
2022-12-06,18973.050,12289.600,9758.150,16003.950,362.300,44.860,301.826,770.986,331.786,71.340,391.959,200.793,469.630,68.810,89.266,104.844,213.226,77.879,194.844,53.639,65.380,116.305,81.270,48.570,55.400,166.368,623.840,20.140,374.906,206.276,16.126,599.350,211.990,105.064,1180.860,18.350,65.839,1177.977,132.978,56.099,240.760
2022-12-07,18870.250,12298.500,9790.500,15963.500,361.180,44.730,300.992,769.369,330.899,71.180,391.038,200.117,467.800,68.460,88.752,104.391,212.608,77.731,193.946,53.415,64.990,115.684,81.012,48.815,55.130,166.158,620.620,20.030,373.838,205.513,16.058,597.440,211.771,104.779,1173.470,18.260,65.699,1174.508,132.744,56.050,239.504
2022-12-08,18867.650,12239.300,9767.500,15967.200,362.860,44.760,302.105,772.454,331.984,71.480,393.677,200.803,470.270,68.680,89.173,105.097,213.779,78.178,195.060,53.682,65.290,115.792,81.742,48.275,55.180,166.500,622.550,20.010,375.912,206.215,16.103,600.780,213.339,105.390,1178.010,18.260,66.011,1182.004,133.194,56.517,239.372
2022-12-09,18821.550,12178.850,9729.650,15922.850,360.810,44.510,299.844,768.561,330.516,70.980,391.515,199.639,466.990,68.460,88.658,104.065,212.268,77.896,194.386,53.365,64.710,114.777,80.930,48.177,54.850,166.139,618.590,19.930,373.432,204.695,16.017,597.250,212.649,104.757,1169.680,18.150,65.553,1173.103,132.302,56.127,238.178
2022-12-12,18754.000,12237.050,9783.200,15862.000,360.730,44.480,299.819,770.203,330.250,71.040,391.706,199.107,466.280,68.570,88.852,104.637,212.595,77.991,194.583,53.542,64.930,114.858,81.059,48.555,55.020,166.225,618.380,19.940,374.704,205.307,16.000,597.870,212.632,104.916,1168.970,18.120,65.654,1175.558,132.234,56.074,237.587
2022-12-13,18802.000,12181.600,9681.800,15911.100,362.540,44.770,301.237,774.021,331.631,71.370,393.454,199.918,467.190,68.870,88.959,105.070,213.109,78.053,194.663,53.583,64.970,114.844,81.532,48.859,55.200,166.322,620.470,20.090,376.294,205.908,16.074,601.080,213.434,105.193,1174.220,18.240,65.950,1182.914,133.175,56.308,238.096
2022-12-14,18687.650,12218.950,9733.250,15812.750,363.590,44.920,302.329,776.385,332.669,71.530,395.099,200.687,470.320,69.310,89.679,105.999,214.270,78.660,196.489,53.880,65.460,115.630,81.646,48.624,55.350,167.247,624.090,20.220,378.185,207.275,16.163,603.840,214.584,105.723,1178.310,18.320,66.260,1186.355,133.501,56.547,239.543
2022-12-15,18690.800,12270.450,9788.700,15828.000,359.390,44.430,299.303,767.091,328.841,70.830,390.732,198.243,466.340,68.560,88.852,105.032,213.017,77.983,194.821,53.443,64.950,115.022,80.965,48.063,55.090,166.342,616.730,20.040,374.646,204.934,16.017,598.610,212.298,104.742,1165.500,18.110,65.676,1173.951,132.229,55.936,236.704
2022-12-16,18781.650,12349.700,9852.650,15904.500,356.400,43.960,296.958,760.261,325.639,70.290,386.548,196.462,458.560,67.730,87.861,103.590,210.637,77.051,192.414,52.925,64.570,114.558,80.144,48.025,54.850,165.134,609.500,19.800,370.109,202.797,15.800,593.390,209.683,103.603,1151.630,17.920,64.853,1162.676,130.871,55.264,234.805
2022-12-19,18837.250,12237.900,9810.200,15963.800,358.860,44.300,298.912,765.416,327.963,70.730,389.379,197.718,460.300,68.170,88.126,104.016,211.910,77.403,193.272,52.933,64.690,114.642,80.352,48.047,54.890,165.553,612.310,19.890,371.800,203.740,15.893,597.050,211.215,104.094,1158.410,18.030,65.297,1170.410,131.743,55.619,235.990
2022-12-20,18604.450,12061.250,9732.300,15783.800,357.680,44.210,297.627,763.398,326.977,70.560,388.647,197.194,459.860,68.040,88.049,104.083,212.024,77.361,192.983,52.915,64.780,114.868,80.133,47.186,54.770,165.512,611.900,19.800,371.005,203.396,15.845,595.180,211.342,103.834,1155.790,17.990,65.252,1167.661,131.615,55.614,235.624
2022-12-21,18446.300,12118.950,9761.450,15636.350,353.860,43.760,296.016,755.579,323.753,69.890,384.508,195.243,455.490,67.070,87.034,102.191,209.266,76.356,190.276,52.056,64.090,113.198,78.699,46.530,54.010,163.439,605.020,19.580,367.194,200.559,15.631,589.150,208.525,102.613,1147.390,17.830,64.437,1154.285,130.055,54.972,234.158
2022-12-22,18604.500,12098.550,9741.250,15755.200,352.500,43.590,294.713,752.658,322.709,69.670,382.672,194.683,451.020,66.600,86.275,101.313,207.475,75.942,188.892,51.239,63.300,111.144,77.872,44.895,53.410,161.431,602.500,19.430,364.568,199.091,15.500,587.090,207.509,101.947,1142.250,17.720,63.916,1147.264,129.213,54.795,233.164
2022-12-23,18570.400,11908.150,9540.000,15726.200,346.020,42.980,289.940,739.065,316.451,68.480,375.727,191.382,436.830,65.020,83.701,98.269,202.015,74.364,183.564,49.645,61.630,108.008,75.048,46.178,52.000,157.622,587.450,18.990,356.236,193.748,15.149,575.410,202.615,99.721,1117.910,17.460,62.591,1126.906,126.166,53.636,228.786
2022-12-26,18361.150,11797.050,9373.850,15527.550,350.700,43.480,293.642,750.201,321.427,69.330,380.901,193.645,445.270,66.060,85.282,100.890,205.247,75.542,186.978,50.886,62.830,110.112,77.446,46.624,53.180,160.520,598.000,19.290,362.375,197.712,15.451,583.360,205.897,101.332,1132.160,17.710,63.726,1145.773,128.300,54.517,231.078
2022-12-27,18277.850,11383.050,8962.500,15431.500,352.650,43.720,295.007,753.690,323.104,69.800,383.312,195.021,448.680,66.470,85.850,101.640,206.474,75.977,188.179,51.626,63.440,111.783,78.741,46.639,53.770,161.388,602.280,19.460,364.726,199.409,15.581,587.440,207.562,102.040,1139.600,17.810,64.098,1151.609,129.043,55.078,232.596
2022-12-28,17888.050,11665.300,9262.700,15046.000,352.400,43.670,294.643,753.098,322.960,69.710,382.960,194.823,450.210,66.490,86.058,101.795,207.105,76.173,188.350,51.763,63.420,112.403,78.786,46.800,53.790,161.635,602.150,19.450,364.830,199.570,15.609,587.160,207.382,101.929,1138.370,17.790,64.023,1151.423,129.060,54.961,232.597
2022-12-29,18134.600,11774.150,9377.050,15298.550,353.810,43.910,296.015,756.310,324.149,70.040,384.077,195.643,450.700,66.410,86.098,101.920,207.715,76.103,188.086,51.731,63.430,112.873,79.219,47.203,53.760,161.404,603.240,19.430,366.968,200.133,15.624,589.820,207.944,102.444,1142.920,17.890,64.340,1158.481,129.596,55.129,233.220
2022-12-30,18263.550,11812.200,9397.050,15418.350,352.090,43.670,294.708,753.201,322.625,69.690,382.990,194.499,451.610,66.470,86.491,102.516,208.548,76.369,188.930,51.984,63.780,113.456,79.782,47.583,54.090,162.372,602.360,19.480,366.604,200.193,15.660,588.300,207.840,102.436,1140.500,17.820,64.196,1153.205,129.423,55.001,232.002
2023-01-02,18270.950,11829.250,9408.350,15432.800,354.040,43.770,295.855,758.363,323.804,70.070,385.332,195.341,453.900,66.630,86.766,103.439,209.237,76.579,189.289,52.421,64.090,114.162,80.545,47.589,54.350,163.377,603.950,19.490,369.182,201.564,15.708,592.740,208.816,103.022,1147.520,17.850,64.439,1160.055,130.221,55.307,231.933
2023-01-03,18343.600,11885.750,9481.250,15485.200,354.820,43.860,297.343,760.979,324.447,70.200,386.140,196.041,454.580,66.770,86.987,103.813,209.899,76.776,189.705,52.531,64.030,114.388,80.745,47.379,54.450,163.569,605.260,19.550,370.432,202.020,15.716,593.310,209.251,103.270,1152.070,17.870,64.595,1162.981,130.457,55.395,232.957
2023-01-04,18258.750,11970.300,9552.800,15448.850,351.320,43.440,294.744,753.104,321.025,69.600,382.660,194.453,449.940,66.240,86.220,102.891,208.583,76.258,188.591,52.102,63.620,113.927,80.064,47.548,54.230,162.889,599.440,19.360,367.399,199.897,15.561,588.320,207.366,102.236,1140.290,17.690,64.104,1151.248,129.285,54.890,230.963
2023-01-05,18334.300,11994.400,9566.550,15523.650,350.560,42.920,294.484,753.574,319.892,69.530,382.890,193.683,450.900,66.000,86.521,103.258,209.147,76.510,188.939,52.032,63.670,114.331,79.897,47.246,54.200,162.904,596.800,19.200,368.039,200.359,15.536,589.920,207.789,102.761,1134.940,17.480,63.632,1151.066,129.591,54.875,229.371
2023-01-06,18376.500,11886.950,9480.900,15557.800,348.280,42.560,292.646,748.894,317.683,69.110,380.274,191.991,447.710,65.640,86.044,102.486,207.802,76.150,187.517,51.835,63.230,113.401,79.723,47.437,53.710,161.844,592.870,19.010,365.678,198.563,15.443,585.940,206.549,102.206,1125.930,17.330,63.206,1144.274,128.664,54.502,227.479
2023-01-09,18173.450,11932.850,9479.500,15393.000,352.210,42.970,295.938,758.122,321.345,69.940,384.744,194.005,450.820,66.100,86.670,103.436,208.991,76.565,188.462,52.286,63.410,113.958,80.042,47.238,53.930,162.632,597.190,19.230,369.990,200.519,15.602,590.970,208.664,103.053,1137.920,17.470,63.745,1158.188,130.130,55.154,229.075
2023-01-10,18150.000,11850.600,9406.750,15386.200,348.870,42.570,293.981,751.096,318.190,69.330,381.545,192.188,449.850,65.820,86.404,102.999,208.216,76.432,187.880,52.128,63.230,113.729,79.808,47.116,53.920,162.369,593.570,19.150,367.742,199.408,15.498,586.860,207.306,102.680,1129.710,17.360,63.429,1147.651,129.162,54.714,227.379
